year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
2016,NL,MIL,MIL06,04/04/16,25/09/16,81,81,2315244
2016,AL,MIN,MIN04,11/04/16,25/09/16,81,81,1963912
2016,AL,NYA,NYC21,05/04/16,02/10/16,81,81,3063405
2016,NL,NYN,NYC20,08/04/16,25/09/16,81,80,2789602
2016,AL,OAK,OAK01,04/04/16,25/09/16,81,81,1521506
2016,NL,PHI,PHI13,11/04/16,02/10/16,81,81,1915144
2016,NL,PIT,PIT08,03/04/16,29/09/16,81,80,2249201
2016,NL,SDN,SAN02,04/04/16,29/09/16,81,81,2351422
2016,AL,SEA,SEA03,08/04/16,02/10/16,81,81,2267928
2016,NL,SFN,SFO03,07/04/16,02/10/16,81,81,3365256
2016,NL,SLN,STL10,11/04/16,02/10/16,81,81,3444490
2016,AL,TBA,STP01,03/04/16,25/09/16,81,81,1286163
2016,AL,TEX,ARL02,04/04/16,02/10/16,81,81,2710402
2016,AL,TOR,TOR02,08/04/16,29/09/16,81,81,3392099
2016,NL,WAS,WAS11,07/04/16,02/10/16,81,81,2481938
